beer_id,beer_name,mash_type,brewer,batch_size,boil_size,efficiency
dana-1,[u'Dana'],[u'All Grain'],[u'RichardStrand'],[u'22.0'],[u'6.972'],[u'70.0']
oatmeal-stout-2011-12-22-version,[u'Oatmeal Stout (2011-12-22 version)'],[u'Partial Mash'],[u'Liberty'],[u'20.781910672200002'],[u'26.0436330464'],[u'75.0']
falling-farmhouse-saison,[u'Falling Farmhouse Saison'],[u'Extract'],[u'Shaggy'],[u'22.71247068'],[u'22.71247068'],[u'100.0']
chimay-red-clone-8fd131,[u'Chimay Red clone'],[u'All Grain'],[u'MikeL'],[u'18.9270589'],[u'21.766117735'],[u'75.0']
present-tense-munich-helles,[u'Present Tense Munich Helles'],[u'All Grain'],[u'PresentTense'],[u'39.74682369'],[u'46.219877833800005'],[u'75.0']
revvys-blonde,"[u""Revvy's Blonde""]",[u'All Grain'],[u'cjohansen'],[u'10.0'],[u'14.27'],[u'75.0']
investigation-latir,[u'Investigation: Latir'],[u'All Grain'],[u'kellanstec'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
requiem-raspberry-1,[u'Requiem Raspberry'],[u'Partial Mash'],[u'DGibb'],[u'18.9270589'],[u'23.658823625'],[u'75.0']
3-2-1-challenge,[u'3-2-1 Challenge'],[u'All Grain'],[u'engelmanjake'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
mudders-milk-6,"[u""Mudder's Milk""]",[u'All Grain'],[u'Natalie'],[u'11.35623534'],[u'13.627482408'],[u'75.0']
1916-pilsner,[u'1916 Pilsner'],[u'All Grain'],[u'gestalt162'],[u'21.766117735'],[u'25.03103539525'],[u'80.0']
great-lakes-christmas-ale-clone-15,[u'Great Lakes Christmas Ale Clone'],[u'All Grain'],[u'C Damm'],[u'19.873411845'],[u'22.854423621749998'],[u'75.0']
moo-hoo-clone,[u'Moo-Hoo Clone'],[u'All Grain'],[u'kernalsanders934'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
jakes-3-2-1-challenge-variant,"[u""Jake's 3-2-1 Challenge (Variant)""]",[u'All Grain'],[u'GarrisonDH'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
mo-1210-smash-033993,[u'MO/1210 SMaSH'],[u'All Grain'],[u'Jeff Perry'],[u'20.81976479'],[u'27.254964816'],[u'75.0']
esb-experiment-1,[u'ESB Experiment'],[u'All Grain'],[u'the_brycicle'],[u'19.873411845'],[u'23.848094214'],[u'70.0']
banana-slam-dunkelweizen,[u'Banana Slam Dunkelweizen'],[u'Partial Mash'],[u'Amy and Sean Van Osdale'],[u'18.9270589'],[u'22.71247068'],[u'75.0']
ben-s-red-ale-f6b4b2,"[u""Ben's Red Ale""]",[u'All Grain'],[u'Ben Smart'],[u'34.07'],[u'10.0'],[u'75.0']
session-bpa-with-ommegang-yeast,[u'Session BPA with Ommegang yeast'],[u'All Grain'],[u'Rob Neuhaus'],[u'11.35623534'],[u'13.627482408'],[u'65.0']
hoegaarden-clone-10l,[u'Hoegaarden Clone (10L)'],[u'All Grain'],[u'Jostein Jacobsen'],[u'10.0'],[u'3.432'],[u'63.0']
ed-s-red-v3,"[u""Ed's Red V3""]",[u'Extract'],[u'Monkey Fingers'],[u'20.81976479'],[u'24.983717748'],[u'75.0']
nisqually-pale,[u'Nisqually Pale'],[u'All Grain'],[u'Matt McQuilton'],[u'41.63952958'],[u'45.803482538'],[u'80.0']
