beer_id,beer_name,name,origin,alpha,beta,display_amount,amount,use,form,time,notes
columbus-single-hop-ipa-2,[u'Columbus Single Hop IPA'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'1'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
fawnbrake-gingerbread-ale,[u'Fawnbrake Gingerbread Ale'],[u'Fuggle (US)'],[u'United States'],[u'4.2'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
fawnbrake-gingerbread-ale,[u'Fawnbrake Gingerbread Ale'],[u'Fuggle (US)'],[u'United States'],[u'4.2'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'10'],[]
jamils-byo-irish-red-ale,"[u""Jamil's BYO Irish Red Ale""]",[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'5.0'],[],[u'4.0 oz'],[u'0.113398'],[u'Boil'],[u'Pellet'],[u'60'],[]
mocha-coffee-stout,[u'Mocha Coffee Stout'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'7.2'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
mocha-coffee-stout,[u'Mocha Coffee Stout'],[u'East Kent Golding'],[],[u'7.2'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],[]
strawberry-explosion,[u'Strawberry Explosion?!?'],[u'Cascade (NZ)'],[u'New Zealand'],[u'5.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
strawberry-explosion,[u'Strawberry Explosion?!?'],[u'Fuggle (UK)'],[u'United Kingdom'],[u'4.9'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'60'],[]
strawberry-explosion,[u'Strawberry Explosion?!?'],[u'Tettnanger (US)'],[u'United States'],[u'4.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'10'],[]
allagash-white-clone-11,[u'Allagash White Clone'],[u'Tettnanger (DE)'],[u'Germany'],[u'4.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
allagash-white-clone-11,[u'Allagash White Clone'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.5'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'60'],[]
allagash-white-clone-11,[u'Allagash White Clone'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.5'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'1'],[]
american-honey-blonde,[u'American Honey Blonde'],[u'Willamette (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
american-honey-blonde,[u'American Honey Blonde'],[u'Hallertau (US)'],[u'United States'],[u'4.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'30'],[]
american-honey-blonde,[u'American Honey Blonde'],[u'Hallertau (US)'],[u'United States'],[u'4.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'15'],[]
zeitgeist-51d519,[u'Zeitgeist'],[u'Nugget (US)'],[u'United States'],[u'12.8'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
zeitgeist-51d519,[u'Zeitgeist'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'1.4'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],[]
zeitgeist-51d519,[u'Zeitgeist'],[u'Zythos (US)'],[u'United States'],[u'8.7'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Actually a blend of American hops, specifically designed by Hop Union for American Pale Ale (APA) and India Pale Ale (IPA) style beers. Reportedly a blend of Simcoe, Citra, Pallisade and Amarillo, it has distinct tropical (pineapple) and citrus tones, with slight pine characteristics.']"
dead-ringer-ipa-9,[u'Dead Ringer IPA'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
dead-ringer-ipa-9,[u'Dead Ringer IPA'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'20'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
dead-ringer-ipa-9,[u'Dead Ringer IPA'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Pellet'],[u'5'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
dead-ringer-ipa-9,[u'Dead Ringer IPA'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.3 oz'],[u'0.00850485'],[u'Boil'],[u'Pellet'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'0.7 oz'],[u'0.01984465'],[u'Boil'],[u'Pellet'],[u'20'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'10'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Leaf'],[u'10'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Centennial (US)'],[u'United States'],[u'10.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'2'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Cascade (US)'],[u'United States'],[u'5.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'2'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Amarillo (US)'],[u'United States'],[u'10.3'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Leaf'],[u'2'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'0.5 oz'],[u'0.01417475'],[u'Dry Hop'],[u'Leaf'],[u'10080'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
outter-limits-ipa,[u'Outter Limits IPA'],[u'Cascade (NZ)'],[u'New Zealand'],[u'5.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Dry Hop'],[u'Leaf'],[u'10080'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
outter-limits-ipa,[u'Outter Limits IPA'],[u'Amarillo (US)'],[u'United States'],[u'8.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Dry Hop'],[u'Leaf'],[u'10080'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
smoked-cherry-wit,[u'Smoked Cherry Wit'],[u'Liberty (US)'],[u'United States'],[u'4.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American 1983 cross between Hallertauer Mittlefr\xfch (USDA 21397) and downy mildew resistant male (USDA 64035M). Spicy (cinnamon), resiny, and slightly sweet. It is an early ripening variety and similar in technical data and aroma to Hallertau Mittelfrueh. Recommended for German/American lagers. Substitutes: Mount Hood, Hallertau, Crystal.']"
smoked-cherry-wit,[u'Smoked Cherry Wit'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.8'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
smoked-cherry-wit,[u'Smoked Cherry Wit'],[u'Fuggle (US)'],[u'United States'],[u'4.5'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'10'],[]
dennys-rye-ipa-21,"[u""Denny's Rye IPA""]",[u'Mount Hood (US)'],[u'United States'],[u'6.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'First Wort'],[u'Pellet'],[u'60'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
dennys-rye-ipa-21,"[u""Denny's Rye IPA""]",[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
dennys-rye-ipa-21,"[u""Denny's Rye IPA""]",[u'Mount Hood (US)'],[u'United States'],[u'6.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'30'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
dennys-rye-ipa-21,"[u""Denny's Rye IPA""]",[u'Columbus (US)'],[u'United States'],[u'15.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
dennys-rye-ipa-21,"[u""Denny's Rye IPA""]",[u'Mount Hood (US)'],[u'United States'],[u'6.5'],[],[u'1.5 oz'],[u'0.04252424999999999'],[u'Whirlpool'],[u'Pellet'],[u'0'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Nugget (US)'],[u'United States'],[u'13.3'],[],[u'0.5 oz'],[u'0.01417475'],[u'First Wort'],[u'Pellet'],[u'90'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Mosaic\u2122 (US)'],[u'United States'],[u'11.7'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],"[u'A complex array of tropical fruit, citrus, berry, herbal, earthy and pine characteristics. Released in 2012 by the Hop Breeding Company LLC\n']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Citra (US)'],[u'United States'],[u'13.2'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Mosaic\u2122 (US)'],[u'United States'],[u'11.7'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'0'],"[u'A complex array of tropical fruit, citrus, berry, herbal, earthy and pine characteristics. Released in 2012 by the Hop Breeding Company LLC\n']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Citra (US)'],[u'United States'],[u'13.2'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Nugget (US)'],[u'United States'],[u'14.3'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Citra (US)'],[u'United States'],[u'13.2'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'20160'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
freshly-squeezed-nugs,[u'Freshly Squeezed Nugs'],[u'Mosaic\u2122 (US)'],[u'United States'],[u'11.7'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'20160'],"[u'A complex array of tropical fruit, citrus, berry, herbal, earthy and pine characteristics. Released in 2012 by the Hop Breeding Company LLC\n']"
extract-tripel,[u'Extract Tripel'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'5.4'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'60'],[]
extract-tripel,[u'Extract Tripel'],[u'Hallertau (US)'],[u'United States'],[u'3.1'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'30'],[]
extract-tripel,[u'Extract Tripel'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.5'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'15'],[]
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'Bravo (US)'],[u'United States'],[u'13.0'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Pellet'],[u'60'],[u'A second generation super high alpha variety that was developed by the Hopsteiner Breeding Program and released in 2006. It has good resistance to powdery mildew. Bravo is an excellent bittering hop that provides pleasant fruity and floral aroma characteristics.']
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'Apollo (US)'],[u'United States'],[u'19.7'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Characterized by its exceptionally high percentage of alpha acids, excellent storage stability of alpha acids, low CoH value for an alpha variety, and resistance to hop powdery mildew strains found in Washington. The new variety was cultivated as a result of a cross in 2000 at Golden Gate Roza Hop Ranches in Prosser, Washington, and has been asexually reproduced there.']"
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'Bravo (US)'],[u'United States'],[u'13.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'15'],[u'A second generation super high alpha variety that was developed by the Hopsteiner Breeding Program and released in 2006. It has good resistance to powdery mildew. Bravo is an excellent bittering hop that provides pleasant fruity and floral aroma characteristics.']
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'Apollo (US)'],[u'United States'],[u'19.7'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'15'],"[u'Characterized by its exceptionally high percentage of alpha acids, excellent storage stability of alpha acids, low CoH value for an alpha variety, and resistance to hop powdery mildew strains found in Washington. The new variety was cultivated as a result of a cross in 2000 at Golden Gate Roza Hop Ranches in Prosser, Washington, and has been asexually reproduced there.']"
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'Bravo (US)'],[u'United States'],[u'13.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'1'],[u'A second generation super high alpha variety that was developed by the Hopsteiner Breeding Program and released in 2006. It has good resistance to powdery mildew. Bravo is an excellent bittering hop that provides pleasant fruity and floral aroma characteristics.']
simple-biab-imperial-black-ipa,[u'Simple BIAB Imperial Black IPA'],[u'Apollo (US)'],[u'United States'],[u'19.7'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'1'],"[u'Characterized by its exceptionally high percentage of alpha acids, excellent storage stability of alpha acids, low CoH value for an alpha variety, and resistance to hop powdery mildew strains found in Washington. The new variety was cultivated as a result of a cross in 2000 at Golden Gate Roza Hop Ranches in Prosser, Washington, and has been asexually reproduced there.']"
tennessee-springtime-wheat,[u'Tennessee Springtime Wheat'],[u'Centennial (US)'],[u'United States'],[u'10.0'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
tennessee-springtime-wheat,[u'Tennessee Springtime Wheat'],[u'Saaz'],[],[u'3.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'20'],[]
tennessee-springtime-wheat,[u'Tennessee Springtime Wheat'],[u'Saaz'],[],[u'3.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'10'],[]
tennessee-springtime-wheat,[u'Tennessee Springtime Wheat'],[u'Citra (US)'],[u'United States'],[u'13.65'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Pellet'],[u'7200'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
brett-saison-7,[u'Brett Saison'],[u'Kent Golding (UK)'],[u'United Kingdom'],[u'7.2'],[],[u'0.6 oz'],[u'0.0170097'],[u'Boil'],[u'Pellet'],[u'60'],[]
brett-saison-7,[u'Brett Saison'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'3.1'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'10'],[]
brett-saison-7,[u'Brett Saison'],[u'Czech Saaz'],[],[u'3.0'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'10'],[]
brett-saison-7,[u'Brett Saison'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'3.1'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'2'],[]
brett-saison-7,[u'Brett Saison'],[u'Czech Saaz'],[],[u'3.0'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'2'],[]
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'First Wort'],[u'Leaf'],[u'60'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Leaf'],[u'15'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Leaf'],[u'5'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'0'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Leaf'],[u'14400'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
3-floyds-gumballhead-clone,"[u""3 Floyds' Gumballhead clone""]",[u'Amarillo (US)'],[u'United States'],[u'9.5'],[],[u'1.0 oz'],[u'0.0283495'],[u'Dry Hop'],[u'Leaf'],[u'7200'],"[u'Popular American mid-range alpha acid variety with a unique and distinct aroma discovered growing ""wild"" (spontaneously) in one of their hop yards and developed by Virgil Gamache Farms in late 20th century. Also known as VGX001, its strain number. It is registered Brand VGXP01 cv.']"
german-pilsner-43,[u'German Pilsner'],[u'Spalt (DE)'],[u'Germany'],[u'4.8'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'90'],[]
german-pilsner-43,[u'German Pilsner'],[u'Hallertauer Mittelfr\xfch (DE)'],[u'Germany'],[u'3.5'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'90'],[]
